subject_type,subject_id,region_code,variable,value_num,value_txt,unit,quality,note
municipality,FUENLABRADA DE LOS MONTES,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,FUENTE DE CANTOS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,FUENTE DE CANTOS,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,FUENTE DEL ARCO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,FUENTE DEL ARCO,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,FUENTES DE LEON,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,FUENTES DE LEON,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARBAYUELA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARBAYUELA,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARGANTA LA OLLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARGANTA LA OLLA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARGANTILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARGANTILLA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARGÜERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARGÜERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARLITOS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARLITOS,ES-EX,zar_zone,,SIERRAS DE SIRUELA-ZARZA CAPILLA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARVIN,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GARVIN,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GATA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GATA,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GUAREÑA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GUAREÑA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO + SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GUIJO DE SANTA BARBARA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,GUIJO DE SANTA BARBARA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HELECHOSA DE LOS MONTES,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HELECHOSA DE LOS MONTES,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERNÁN-PÉREZ,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERNÁN-PÉREZ,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERRERA DE ALCANTARA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERRERA DE ALCANTARA,ES-EX,zar_zone,,VALENCIA DE ALCÁNTARA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERRERA DEL DUQUE,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERRERA DEL DUQUE,ES-EX,zar_zone,,SIBERIA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERRERUELA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERRERUELA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERVÁS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HERVÁS,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HIGUERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HIGUERA,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HIGUERA DE LA SERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HIGUERA DE LA SERENA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HORNACHOS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HORNACHOS,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HOYOS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,HOYOS,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,IBAHERNANDO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,IBAHERNANDO,ES-EX,zar_zone,,MONTÁNCHEZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARAICEJO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARAICEJO,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARAIZ DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARAIZ DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARANDILLA DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARANDILLA DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JARILLA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JERTE,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,JERTE,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA CODOSERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA CODOSERA,ES-EX,zar_zone,,VALENCIA DE ALCÁNTARA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA GARGANTA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA GARGANTA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA GRANJA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA GRANJA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA HABA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA HABA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA NAVA DE SANTIAGO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA NAVA DE SANTIAGO,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA PESGA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA PESGA,ES-EX,zar_zone,,HURDES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA ROCA DE LA SIERRA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA ROCA DE LA SIERRA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA ZARZA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LA ZARZA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LADRILLAR,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LADRILLAR,ES-EX,zar_zone,,HURDES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LLERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LLERENA,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LOSAR DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,LOSAR DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MADRIGAL DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MADRIGAL DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MAJADAS DE TIETAR,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MAJADAS DE TIETAR,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MALPARTIDA DE CÁCERES,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MALPARTIDA DE CÁCERES,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MALPARTIDA DE PLASENCIA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MALPARTIDA DE PLASENCIA,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MANCHITA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MANCHITA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MARCHAGAZ,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MARCHAGAZ,ES-EX,zar_zone,,HURDES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MEMBRIO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MEMBRIO,ES-EX,zar_zone,,SIERRA DE SAN PEDRO + VALENCIA DE ALCÁNTARA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MÉRIDA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MÉRIDA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MESAS DE IBOR,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MESAS DE IBOR,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MIRABEL,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MIRABEL,ES-EX,zar_zone,,MONFRAGÜE,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MIRANDILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MIRANDILLA,ES-EX,zar_zone,,SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MOHEDA DE GRANADILLA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MOHEDA DE GRANADILLA,ES-EX,zar_zone,,HURDES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONESTERIO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONESTERIO,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONTANCHEZ,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONTANCHEZ,ES-EX,zar_zone,,MONTÁNCHEZ + SIERRA DE SAN PEDRO,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONTEMOLÍN,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONTEMOLÍN,ES-EX,zar_zone,,TENTUDÍA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONTERRUBIO DE LA SERENA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MONTERRUBIO DE LA SERENA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MORALEJA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,MORALEJA,ES-EX,zar_zone,,SIERRA DE GATA,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NAVACONCEJO,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NAVACONCEJO,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NAVALVILLAR DE IBOR,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NAVALVILLAR DE IBOR,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NAVEZUELAS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NAVEZUELAS,ES-EX,zar_zone,,IBORES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NUÑOMORAL,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,NUÑOMORAL,ES-EX,zar_zone,,HURDES,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,OLIVA DE MÉRIDA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,OLIVA DE MÉRIDA,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,OLIVA DE PLASENCIA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,OLIVA DE PLASENCIA,ES-EX,zar_zone,,JERTE-AMBROZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PALOMAS,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PALOMAS,ES-EX,zar_zone,,SIERRAS CENTRALES DE BADAJOZ,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PASARÓN DE LA VERA,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PASARÓN DE LA VERA,ES-EX,zar_zone,,VERA-TIETAR,,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
municipality,PEDROSO DE ACIM,ES-EX,zar,1,,ja/nee,ind,"machinetranscriptie van Anexo I van Decreto 260/2014, NIET nagelopen tegen het origineel; de transcriptie sprak zichzelf tegen over de aantallen"
